audit_mode,module,file,xmlid,view_name,model,inherit_id,arch_root,arch_kind,field_count,group_count,labelled_group_count,notebook_count,page_count,labelled_page_count,statusbar_count,header_button_count,button_box_count,stat_button_count,chatter_count,x2many_inline_count,data_anchor_count,source_trace_field_count,structural_score,classification,recommendation,gaps
runtime_default,runtime,odoo.registry,account.view_account_form,account.account.runtime.default.form,account.account,,form,full_form,14,3,0,1,1,1,0,0,1,2,1,0,20,0,14,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar
runtime_view,runtime,odoo.registry,account.view_account_form,account.account.form,account.account,,form,full_form,14,3,0,1,1,1,0,0,1,2,1,0,20,0,14,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar
runtime_default,runtime,odoo.registry,account.account_tag_view_form,account.account.tag.runtime.default.form,account.account.tag,,form,full_form,5,1,0,0,0,0,0,0,0,0,0,0,6,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.account_tag_view_form,Tags,account.account.tag,,form,full_form,5,1,0,0,0,0,0,0,0,0,0,0,6,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.view_account_accrued_orders_wizard,account.accrued.orders.wizard.runtime.default.form,account.accrued.orders.wizard,,form,full_form,8,3,0,0,0,0,0,0,0,0,0,0,9,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.view_account_accrued_orders_wizard,account.accrued.orders.wizard.view,account.accrued.orders.wizard,,form,full_form,8,3,0,0,0,0,0,0,0,0,0,0,9,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.account_analytic_account_view_form_inherit,account.analytic.account.form.inherit,account.analytic.account,analytic.view_account_analytic_account_form,form,full_form,13,3,0,0,0,0,0,0,1,5,1,0,23,0,9,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar
runtime_default,runtime,odoo.registry,analytic.view_account_analytic_account_form,account.analytic.account.runtime.default.form,account.analytic.account,,form,full_form,13,3,0,0,0,0,0,0,1,5,1,0,23,0,9,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar
runtime_view,runtime,odoo.registry,analytic.view_account_analytic_account_form,analytic.analytic.account.form,account.analytic.account,,form,full_form,13,3,0,0,0,0,0,0,1,5,1,0,23,0,9,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar
runtime_view,runtime,odoo.registry,project.account_analytic_account_view_form_inherit,account.analytic.account.form.inherit,account.analytic.account,analytic.view_account_analytic_account_form,form,full_form,13,3,0,0,0,0,0,0,1,5,1,0,23,0,9,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar
runtime_view,runtime,odoo.registry,purchase.account_analytic_account_view_form_purchase,account.analytic.account.form.purchase,account.analytic.account,analytic.view_account_analytic_account_form,form,full_form,13,3,0,0,0,0,0,0,1,5,1,0,23,0,9,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar
runtime_view,runtime,odoo.registry,account.account_analytic_distribution_model_form_inherit,account.analytic.distribution.model.inherit.form,account.analytic.distribution.model,analytic.account_analytic_distribution_model_form_view,form,full_form,7,5,2,0,0,0,0,0,0,0,0,0,8,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,analytic.account_analytic_distribution_model_form_view,account.analytic.distribution.model.runtime.default.form,account.analytic.distribution.model,,form,full_form,7,5,2,0,0,0,0,0,0,0,0,0,8,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,analytic.account_analytic_distribution_model_form_view,account.analytic.distribution.model.form,account.analytic.distribution.model,,form,full_form,7,5,2,0,0,0,0,0,0,0,0,0,8,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.view_account_analytic_line_form_inherit_account,account.analytic.line.form.inherit.account,account.analytic.line,analytic.view_account_analytic_line_form,form,full_form,14,5,3,0,0,0,0,0,0,0,0,0,18,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,analytic.view_account_analytic_line_form,account.analytic.line.runtime.default.form,account.analytic.line,,form,full_form,14,5,3,0,0,0,0,0,0,0,0,0,18,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,analytic.view_account_analytic_line_form,account.analytic.line.form,account.analytic.line,,form,full_form,14,5,3,0,0,0,0,0,0,0,0,0,18,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.account_analytic_plan_form_view_inherit_account,account.analytic.plan.inherit.form,account.analytic.plan,analytic.account_analytic_plan_form_view,form,full_form,13,3,0,1,1,1,0,0,1,2,0,1,17,0,13,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_chatter
runtime_default,runtime,odoo.registry,analytic.account_analytic_plan_form_view,account.analytic.plan.runtime.default.form,account.analytic.plan,,form,full_form,13,3,0,1,1,1,0,0,1,2,0,1,17,0,13,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_chatter
runtime_view,runtime,odoo.registry,analytic.account_analytic_plan_form_view,account.analytic.plan.form,account.analytic.plan,,form,full_form,13,3,0,1,1,1,0,0,1,2,0,1,17,0,13,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_chatter
runtime_default,runtime,odoo.registry,account.account_automatic_entry_wizard_form,account.automatic.entry.wizard.runtime.default.form,account.automatic.entry.wizard,,form,full_form,14,4,0,0,0,0,0,0,0,0,0,0,17,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.account_automatic_entry_wizard_form,account.automatic.entry.wizard.form,account.automatic.entry.wizard,,form,full_form,14,4,0,0,0,0,0,0,0,0,0,0,17,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.rounding_form_view,account.cash.rounding.runtime.default.form,account.cash.rounding,,form,full_form,6,2,0,0,0,0,0,0,0,0,0,0,6,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.rounding_form_view,account.cash.rounding.form,account.cash.rounding,,form,full_form,6,2,0,0,0,0,0,0,0,0,0,0,6,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.setup_financial_year_opening_form,account.financial.year.op.runtime.default.form,account.financial.year.op,,form,full_form,4,2,1,0,0,0,0,0,0,0,0,0,5,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.setup_financial_year_opening_form,account.financial.year.op.setup.wizard.form,account.financial.year.op,,form,full_form,4,2,1,0,0,0,0,0,0,0,0,0,5,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.view_account_position_form,account.fiscal.position.runtime.default.form,account.fiscal.position,,form,full_form,20,4,0,1,1,1,0,0,1,0,0,1,29,0,13,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_chatter
runtime_view,runtime,odoo.registry,account.view_account_position_form,account.fiscal.position.form,account.fiscal.position,,form,full_form,20,4,0,1,1,1,0,0,1,0,0,1,29,0,13,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_chatter
runtime_default,runtime,odoo.registry,account.view_full_reconcile_form,account.full.reconcile.runtime.default.form,account.full.reconcile,,form,full_form,32,1,0,0,0,0,0,0,0,0,0,1,36,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.view_full_reconcile_form,account.full.reconcile.form,account.full.reconcile,,form,full_form,32,1,0,0,0,0,0,0,0,0,0,1,36,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.view_account_group_form,account.group.runtime.default.form,account.group,,form,full_form,4,1,0,0,0,0,0,0,0,0,0,0,4,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.view_account_group_form,account.group.form,account.group,,form,full_form,4,1,0,0,0,0,0,0,0,0,0,0,4,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.account_incoterms_form,account.incoterms.runtime.default.form,account.incoterms,,form,full_form,3,1,0,0,0,0,0,0,0,0,0,0,4,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.account_incoterms_form,account.incoterms.form,account.incoterms,,form,full_form,3,1,0,0,0,0,0,0,0,0,0,0,4,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.view_account_journal_form,account.journal.runtime.default.form,account.journal,,form,full_form,37,15,9,1,4,4,0,0,1,1,1,2,64,1,15,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar
runtime_view,runtime,odoo.registry,account.view_account_journal_form,account.journal.form,account.journal,,form,full_form,37,15,9,1,4,4,0,0,1,1,1,2,64,1,15,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar
runtime_view,runtime,odoo.registry,account_payment.view_account_journal_form,account.journal.form.inherit.payment,account.journal,account.view_account_journal_form,form,full_form,37,15,9,1,4,4,0,0,1,1,1,2,64,1,15,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar
runtime_default,runtime,odoo.registry,account.view_account_journal_group_form,account.journal.group.runtime.default.form,account.journal.group,,form,full_form,3,1,0,0,0,0,0,0,0,0,0,0,4,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.view_account_journal_group_form,account.journal.group.form,account.journal.group,,form,full_form,3,1,0,0,0,0,0,0,0,0,0,0,4,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.view_move_form,account.move.runtime.default.form,account.move,,form,full_form,94,16,2,1,3,3,1,15,1,5,1,1,181,3,16,auto_standardizable,可直接作为项目式结构标准化输入,
runtime_view,runtime,odoo.registry,account.view_move_form,account.move.form,account.move,,form,full_form,94,16,2,1,3,3,1,15,1,5,1,1,181,3,16,auto_standardizable,可直接作为项目式结构标准化输入,
runtime_view,runtime,odoo.registry,account_payment.account_invoice_view_form_inherit_payment,account.move.view.form.inherit.payment,account.move,account.view_move_form,form,full_form,94,16,2,1,3,3,1,15,1,5,1,1,181,3,16,auto_standardizable,可直接作为项目式结构标准化输入,
runtime_view,runtime,odoo.registry,purchase.view_move_form_inherit_purchase,account.move.inherit.purchase,account.move,account.view_move_form,form,full_form,94,16,2,1,3,3,1,15,1,5,1,1,181,3,16,auto_standardizable,可直接作为项目式结构标准化输入,
runtime_view,runtime,odoo.registry,smart_construction_core.view_move_form_sc_cost,account.move.form.sc.cost,account.move,account.view_move_form,form,full_form,94,16,2,1,3,3,1,15,1,5,1,1,181,3,16,auto_standardizable,可直接作为项目式结构标准化输入,
runtime_default,runtime,odoo.registry,account.view_move_line_form,account.move.line.runtime.default.form,account.move.line,,form,full_form,19,9,6,1,2,2,0,0,0,0,0,0,22,0,13,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.view_move_line_form,account.move.line.form,account.move.line,,form,full_form,19,9,6,1,2,2,0,0,0,0,0,0,22,0,13,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.view_account_move_reversal,account.move.reversal.runtime.default.form,account.move.reversal,,form,full_form,8,1,0,0,0,0,0,0,0,0,0,0,10,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.view_account_move_reversal,account.move.reversal.form,account.move.reversal,,form,full_form,8,1,0,0,0,0,0,0,0,0,0,0,10,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.account_move_send_form,account.move.send.runtime.default.form,account.move.send,,form,full_form,28,3,0,0,0,0,0,0,0,0,0,0,38,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.account_move_send_form,account.move.send.form,account.move.send,,form,full_form,28,3,0,0,0,0,0,0,0,0,0,0,38,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account_edi_ubl_cii.account_move_send_form,account.move.send.form,account.move.send,account.account_move_send_form,form,full_form,28,3,0,0,0,0,0,0,0,0,0,0,38,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,snailmail_account.account_move_send_inherit_snailmail,account.move.send.form.inherit.snailmail,account.move.send,account.account_move_send_form,form,full_form,28,3,0,0,0,0,0,0,0,0,0,0,38,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.view_account_payment_form,account.payment.runtime.default.form,account.payment,,form,full_form,45,5,0,1,0,0,1,7,1,4,1,0,69,1,12,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_page;missing_labelled_page
runtime_view,runtime,odoo.registry,account.view_account_payment_form,account.payment.form,account.payment,,form,full_form,45,5,0,1,0,0,1,7,1,4,1,0,69,1,12,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_page;missing_labelled_page
runtime_view,runtime,odoo.registry,account_payment.view_account_payment_form_inherit_payment,view.account.payment.form.inherit.payment,account.payment,account.view_account_payment_form,form,full_form,45,5,0,1,0,0,1,7,1,4,1,0,69,1,12,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_page;missing_labelled_page
runtime_default,runtime,odoo.registry,account.view_account_payment_register_form,account.payment.register.runtime.default.form,account.payment.register,,form,full_form,40,4,0,0,0,0,0,0,0,0,0,0,49,3,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.view_account_payment_register_form,account.payment.register.form,account.payment.register,,form,full_form,40,4,0,0,0,0,0,0,0,0,0,0,49,3,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account_payment.view_account_payment_register_form_inherit_payment,account.payment.register.form.inherit.payment,account.payment.register,account.view_account_payment_register_form,form,full_form,40,4,0,0,0,0,0,0,0,0,0,0,49,3,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.view_payment_term_form,account.payment.term.runtime.default.form,account.payment.term,,form,full_form,22,4,2,0,0,0,0,0,0,0,0,1,24,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.view_payment_term_form,account.payment.term.form,account.payment.term,,form,full_form,22,4,2,0,0,0,0,0,0,0,0,1,24,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account_payment_term.account_payment_term_form,account.payment.term.form,account.payment.term,account.view_payment_term_form,form,full_form,22,4,2,0,0,0,0,0,0,0,0,1,24,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.view_account_reconcile_model_form,account.reconcile.model.runtime.default.form,account.reconcile.model,,form,full_form,47,8,1,1,2,2,0,0,1,1,1,2,54,0,15,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar
runtime_view,runtime,odoo.registry,account.view_account_reconcile_model_form,account.reconcile.model.form,account.reconcile.model,,form,full_form,47,8,1,1,2,2,0,0,1,1,1,2,54,0,15,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar
runtime_default,runtime,odoo.registry,account.view_account_reconcile_model_line_form,account.reconcile.model.line.runtime.default.form,account.reconcile.model.line,,form,full_form,12,3,0,0,0,0,0,0,0,0,0,0,12,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.view_account_reconcile_model_line_form,account.reconcile.model.line.form,account.reconcile.model.line,,form,full_form,12,3,0,0,0,0,0,0,0,0,0,0,12,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.account_resequence_view,account.resequence.wizard.runtime.default.form,account.resequence.wizard,,form,full_form,6,4,0,0,0,0,0,0,0,0,0,0,7,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.account_resequence_view,Re-sequence Journal Entries,account.resequence.wizard,,form,full_form,6,4,0,0,0,0,0,0,0,0,0,0,7,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.setup_bank_account_wizard,account.setup.bank.manual.config.runtime.default.form,account.setup.bank.manual.config,,form,full_form,7,5,0,0,0,0,0,0,0,0,0,0,9,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.setup_bank_account_wizard,account.online.sync.res.partner.bank.setup.form,account.setup.bank.manual.config,,form,full_form,7,5,0,0,0,0,0,0,0,0,0,0,9,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.view_tax_form,account.tax.runtime.default.form,account.tax,,form,full_form,29,8,2,1,2,2,0,0,0,0,1,3,46,0,14,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar;missing_button_box
runtime_view,runtime,odoo.registry,account.view_tax_form,account.tax.form,account.tax,,form,full_form,29,8,2,1,2,2,0,0,0,0,1,3,46,0,14,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar;missing_button_box
runtime_default,runtime,odoo.registry,account.view_tax_group_form,account.tax.group.runtime.default.form,account.tax.group,,form,full_form,8,3,0,0,0,0,0,0,0,0,0,0,9,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.view_tax_group_form,account.tax.group.form,account.tax.group,,form,full_form,8,3,0,0,0,0,0,0,0,0,0,0,9,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.account_tour_upload_bill,account.tour.upload.bill.runtime.default.form,account.tour.upload.bill,,form,full_form,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.account_tour_upload_bill,account.tour.upload.bill,account.tour.upload.bill,,form,full_form,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.account_tour_upload_bill_email_confirm,account.tour.upload.bill.email.confirm.runtime.default.form,account.tour.upload.bill.email.confirm,,form,full_form,1,0,0,0,0,0,0,0,0,0,0,0,4,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.account_tour_upload_bill_email_confirm,account.tour.upload.bill.email.confirm,account.tour.upload.bill.email.confirm,,form,full_form,1,0,0,0,0,0,0,0,0,0,0,0,4,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,account.account_unreconcile_view,account.unreconcile.runtime.default.form,account.unreconcile,,form,full_form,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,account.account_unreconcile_view,Unreconcile Entries,account.unreconcile,,form,full_form,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,auth_totp.view_totp_wizard,auth_totp.wizard.runtime.default.form,auth_totp.wizard,,form,full_form,4,0,0,0,0,0,0,0,0,0,0,0,6,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,auth_totp.view_totp_wizard,auth_totp wizard,auth_totp.wizard,,form,full_form,4,0,0,0,0,0,0,0,0,0,0,0,6,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,barcodes.view_barcode_nomenclature_form,barcode.nomenclature.runtime.default.form,barcode.nomenclature,,form,full_form,12,2,0,0,0,0,0,0,0,0,0,1,15,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
