audit_mode,module,file,xmlid,view_name,model,inherit_id,arch_root,arch_kind,field_count,group_count,labelled_group_count,notebook_count,page_count,labelled_page_count,statusbar_count,header_button_count,button_box_count,stat_button_count,chatter_count,x2many_inline_count,data_anchor_count,source_trace_field_count,structural_score,classification,recommendation,gaps
runtime_view,runtime,odoo.registry,base.config_wizard_step_view_form,Config Wizard Steps,ir.actions.todo,,form,full_form,3,1,0,0,0,0,1,2,0,0,0,0,5,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.asset_view_form,ir.asset.runtime.default.form,ir.asset,,form,full_form,7,3,0,0,0,0,0,0,0,0,0,0,7,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.asset_view_form,ir.asset form,ir.asset,,form,full_form,7,3,0,0,0,0,0,0,0,0,0,0,7,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.view_attachment_form,ir.attachment.runtime.default.form,ir.attachment,,form,full_form,4,2,0,0,0,0,0,0,0,0,0,0,4,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.view_attachment_form,ir.attachment form,ir.attachment,,form,full_form,4,2,0,0,0,0,0,0,0,0,0,0,4,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.view_ir_config_form,ir.config_parameter.runtime.default.form,ir.config_parameter,,form,full_form,2,1,0,0,0,0,0,0,0,0,0,0,2,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.view_ir_config_form,ir.config_parameter form,ir.config_parameter,,form,full_form,2,1,0,0,0,0,0,0,0,0,0,0,2,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.ir_cron_view_form,ir.cron.runtime.default.form,ir.cron,,form,full_form,49,4,0,1,2,2,0,1,0,0,0,1,58,1,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.ir_cron_view_form,ir.cron.view.form,ir.cron,base.view_server_action_form,form,full_form,49,4,0,1,2,2,0,1,0,0,0,1,58,1,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.ir_cron_trigger_view_form,ir.cron.trigger.runtime.default.form,ir.cron.trigger,,form,full_form,2,1,0,0,0,0,0,0,0,0,0,0,2,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.ir_cron_trigger_view_form,ir.cron.trigger.view.form,ir.cron.trigger,,form,full_form,2,1,0,0,0,0,0,0,0,0,0,0,2,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.ir_default_form_view,ir.default.runtime.default.form,ir.default,,form,full_form,5,3,0,0,0,0,0,0,0,0,0,0,7,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.ir_default_form_view,ir.default form view,ir.default,,form,full_form,5,3,0,0,0,0,0,0,0,0,0,0,7,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.demo_force_install_form,ir.demo.runtime.default.form,ir.demo,,form,full_form,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.demo_force_install_form,ir.demo.form,ir.demo,,form,full_form,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.demo_wizard_form_view,ir.demo_failure.runtime.default.form,ir.demo_failure,,form,full_form,3,3,0,0,0,0,0,0,0,0,0,0,3,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.demo_wizard_form_view,Demo Failure Form,ir.demo_failure,,form,full_form,3,3,0,0,0,0,0,0,0,0,0,0,3,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.demo_failures_dialog,ir.demo_failure.wizard.runtime.default.form,ir.demo_failure.wizard,,form,full_form,4,0,0,0,0,0,0,0,0,0,0,1,5,0,3,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.demo_failures_dialog,Demo Failure Dialog,ir.demo_failure.wizard,,form,full_form,4,0,0,0,0,0,0,0,0,0,0,1,5,0,3,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.ir_filters_view_form,ir.filters.runtime.default.form,ir.filters,,form,full_form,9,2,0,0,0,0,0,0,0,0,0,0,9,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.ir_filters_view_form,ir.filters form,ir.filters,,form,full_form,9,2,0,0,0,0,0,0,0,0,0,0,9,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.ir_logging_form_view,ir.logging.runtime.default.form,ir.logging,,form,full_form,10,2,2,0,0,0,0,0,0,0,0,0,12,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.ir_logging_form_view,ir.logging form,ir.logging,,form,full_form,10,2,2,0,0,0,0,0,0,0,0,0,12,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.ir_mail_server_form,ir.mail_server.runtime.default.form,ir.mail_server,,form,full_form,15,9,0,1,1,1,0,1,0,0,0,0,21,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.ir_mail_server_form,ir.mail_server form,ir.mail_server,,form,full_form,15,9,0,1,1,1,0,1,0,0,0,0,21,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,google_gmail.ir_mail_server_view_form,ir.mail_server.view.form.inherit.gmail,ir.mail_server,base.ir_mail_server_form,form,full_form,15,9,0,1,1,1,0,1,0,0,0,0,21,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.view_model_form,ir.model.runtime.default.form,ir.model,,form,full_form,27,10,1,2,5,5,0,0,0,0,0,4,46,0,13,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.view_model_form,ir.model form,ir.model,,form,full_form,27,10,1,2,5,5,0,0,0,0,0,4,46,0,13,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,mail.model_form_view,ir.model form,ir.model,base.view_model_form,form,full_form,27,10,1,2,5,5,0,0,0,0,0,4,46,0,13,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.ir_access_view_form,ir.model.access.runtime.default.form,ir.model.access,,form,full_form,8,2,1,0,0,0,0,0,0,0,0,0,8,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.ir_access_view_form,ir.model.access form,ir.model.access,,form,full_form,8,2,1,0,0,0,0,0,0,0,0,0,8,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.view_model_constraint_form,ir.model.constraint.runtime.default.form,ir.model.constraint,,form,full_form,5,2,0,0,0,0,0,0,0,0,0,0,5,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.view_model_constraint_form,ir.model.constraint form,ir.model.constraint,,form,full_form,5,2,0,0,0,0,0,0,0,0,0,0,5,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.view_model_data_form,ir.model.data.runtime.default.form,ir.model.data,,form,full_form,10,3,0,0,0,0,0,0,0,0,0,0,10,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.view_model_data_form,ir.model.data form,ir.model.data,,form,full_form,10,3,0,0,0,0,0,0,0,0,0,0,10,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.view_model_fields_form,ir.model.fields.runtime.default.form,ir.model.fields,,form,full_form,26,10,2,1,2,2,0,0,0,0,0,2,30,0,13,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.view_model_fields_form,ir.model.fields form,ir.model.fields,,form,full_form,26,10,2,1,2,2,0,0,0,0,0,2,30,0,13,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,mail.field_form_view,ir.model.fields form,ir.model.fields,base.view_model_fields_form,form,full_form,26,10,2,1,2,2,0,0,0,0,0,2,30,0,13,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.view_model_fields_selection_form,ir.model.fields.selection.runtime.default.form,ir.model.fields.selection,,form,full_form,2,1,0,0,0,0,0,0,0,0,0,0,2,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.view_model_fields_selection_form,ir.model.fields.selection form,ir.model.fields.selection,,form,full_form,2,1,0,0,0,0,0,0,0,0,0,0,2,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.view_model_relation_form,ir.model.relation.runtime.default.form,ir.model.relation,,form,full_form,3,1,0,0,0,0,0,0,0,0,0,0,3,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.view_model_relation_form,ir.model.relation form,ir.model.relation,,form,full_form,3,1,0,0,0,0,0,0,0,0,0,0,3,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.view_module_category_form,ir.module.category.runtime.default.form,ir.module.category,,form,full_form,4,1,0,0,0,0,0,0,0,0,0,0,4,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.view_module_category_form,ir.module.category.form,ir.module.category,,form,full_form,4,1,0,0,0,0,0,0,0,0,0,0,4,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.module_form,ir.module.module.runtime.default.form,ir.module.module,,form,full_form,10,0,0,0,0,0,0,0,0,0,0,0,18,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.module_form,ir.module.module.form,ir.module.module,,form,full_form,10,0,0,0,0,0,0,0,0,0,0,0,18,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base_import_module.module_form_apps_inherit,Apps,ir.module.module,base.module_form,form,full_form,10,0,0,0,0,0,0,0,0,0,0,0,18,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_group;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.ir_profile_view_form,ir.profile.runtime.default.form,ir.profile,,form,full_form,6,2,0,0,0,0,0,0,0,0,0,0,6,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.ir_profile_view_form,IR Profile Form,ir.profile,,form,full_form,6,2,0,0,0,0,0,0,0,0,0,0,6,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.ir_property_view,ir.property.runtime.default.form,ir.property,,form,full_form,11,2,0,0,0,0,0,0,0,0,0,0,11,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.ir_property_view,ir.property.form,ir.property,,form,full_form,11,2,0,0,0,0,0,0,0,0,0,0,11,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.view_rule_form,ir.rule.runtime.default.form,ir.rule,,form,full_form,11,6,3,0,0,0,0,0,0,0,0,1,11,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.view_rule_form,ir.rule form,ir.rule,,form,full_form,11,6,3,0,0,0,0,0,0,0,0,1,11,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.sequence_view,ir.sequence.runtime.default.form,ir.sequence,,form,full_form,14,11,1,1,1,1,0,0,0,0,0,1,16,0,13,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.sequence_view,ir.sequence form,ir.sequence,,form,full_form,14,11,1,1,1,1,0,0,0,0,0,1,16,0,13,auto_standardizable,可直接作为项目式结构标准化输入,missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.edit_menu_access,ir.ui.menu.runtime.default.form,ir.ui.menu,,form,full_form,4,2,0,1,1,1,0,0,0,0,0,1,5,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.edit_menu_access,ir.ui.menu form,ir.ui.menu,,form,full_form,4,2,0,1,1,1,0,0,0,0,0,1,5,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.view_view_form,ir.ui.view.runtime.default.form,ir.ui.view,,form,full_form,13,2,0,1,3,3,0,0,0,0,0,2,19,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.view_view_form,ir.ui.view form,ir.ui.view,,form,full_form,13,2,0,1,3,3,0,0,0,0,0,2,19,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,base.view_view_custom_form,ir.ui.view.custom.runtime.default.form,ir.ui.view.custom,,form,full_form,3,1,0,0,0,0,0,0,0,0,0,0,3,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,base.view_view_custom_form,ir.ui.view.custom form,ir.ui.view.custom,,form,full_form,3,1,0,0,0,0,0,0,0,0,0,0,3,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,stock.lot_label_layout_form_picking,lot.label.layout.runtime.default.form,lot.label.layout,,form,full_form,2,1,0,0,0,0,0,0,0,0,0,0,3,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,stock.lot_label_layout_form_picking,lot.label.layout.form,lot.label.layout,,form,full_form,2,1,0,0,0,0,0,0,0,0,0,0,3,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,mail.mail_activity_view_form,mail.activity.view.form,mail.activity,mail.mail_activity_view_form_popup,form,full_form,14,5,0,0,0,0,0,0,1,0,0,0,16,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_chatter
runtime_default,runtime,odoo.registry,mail.mail_activity_view_form_popup,mail.activity.runtime.default.form,mail.activity,,form,full_form,14,5,0,0,0,0,0,0,1,0,0,0,21,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_chatter
runtime_view,runtime,odoo.registry,mail.mail_activity_view_form_popup,mail.activity.view.form.popup,mail.activity,,form,full_form,14,5,0,0,0,0,0,0,1,0,0,0,21,0,8,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_chatter
runtime_view,runtime,odoo.registry,mail.mail_activity_view_form_without_record_access,mail.activity.view.form.without.record.access,mail.activity,,form,full_form,6,3,0,0,0,0,0,0,0,0,0,0,6,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,hr.mail_activity_plan_view_form,mail.activity.plan.view.form.inherit.hr,mail.activity.plan,mail.mail_activity_plan_view_form,form,full_form,12,3,0,1,1,1,0,0,0,0,0,1,17,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,hr.mail_activity_plan_view_form_hr_employee,mail.activity.plan.view.form.hr.employee,mail.activity.plan,mail.mail_activity_plan_view_form_fixed_model,form,full_form,12,3,0,1,1,1,0,0,0,0,0,1,17,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,mail.mail_activity_plan_view_form,mail.activity.plan.runtime.default.form,mail.activity.plan,,form,full_form,12,3,0,1,1,1,0,0,0,0,0,1,17,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,mail.mail_activity_plan_view_form,mail.activity.plan.view.form,mail.activity.plan,,form,full_form,12,3,0,1,1,1,0,0,0,0,0,1,17,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,mail.mail_activity_plan_view_form_fixed_model,mail.activity.plan.view.form.fixed.model,mail.activity.plan,mail.mail_activity_plan_view_form,form,full_form,12,3,0,1,1,1,0,0,0,0,0,1,17,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,project.mail_activity_plan_view_form_project_and_task,mail.activity.plan.view.form.project.and.task,mail.activity.plan,mail.mail_activity_plan_view_form,form,full_form,12,3,0,1,1,1,0,0,0,0,0,1,17,0,12,needs_semantic_annotation,结构基本可用，建议补 group/page 标题或 data-sc-anchor,missing_labelled_group;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,hr.mail_activity_plan_template_view_form,mail.activity.plan.template.view.form.inherit.hr,mail.activity.plan.template,mail.mail_activity_plan_template_view_form,form,full_form,7,1,0,0,0,0,0,0,0,0,0,0,8,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,mail.mail_activity_plan_template_view_form,mail.activity.plan.template.runtime.default.form,mail.activity.plan.template,,form,full_form,7,1,0,0,0,0,0,0,0,0,0,0,8,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,mail.mail_activity_plan_template_view_form,mail.activity.plan.template.view.form,mail.activity.plan.template,,form,full_form,7,1,0,0,0,0,0,0,0,0,0,0,8,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,hr.mail_activity_schedule_view_form,mail.activity.schedule.view.form.inherit.hr,mail.activity.schedule,mail.mail_activity_schedule_view_form,form,full_form,19,7,0,0,0,0,0,0,0,0,0,0,24,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,mail.mail_activity_schedule_view_form,mail.activity.schedule.runtime.default.form,mail.activity.schedule,,form,full_form,19,7,0,0,0,0,0,0,0,0,0,0,24,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,mail.mail_activity_schedule_view_form,Activity schedule,mail.activity.schedule,,form,full_form,19,7,0,0,0,0,0,0,0,0,0,0,24,0,7,contract_auto_with_default_tabs,可由契约层生成标准 notebook，但需确认页签语义,missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_default,runtime,odoo.registry,project_todo.mail_activity_todo_create_popup,mail.activity.todo.create.runtime.default.form,mail.activity.todo.create,,form,full_form,4,1,0,0,0,0,0,0,0,0,0,0,5,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
runtime_view,runtime,odoo.registry,project_todo.mail_activity_todo_create_popup,mail.activity.todo.create.popup,mail.activity.todo.create,,form,full_form,4,1,0,0,0,0,0,0,0,0,0,0,5,0,5,needs_xml_structure,缺少 sheet/group，契约层难以稳定推断主信息区,missing_sheet;missing_labelled_group;missing_notebook;missing_page;missing_labelled_page;missing_statusbar;missing_button_box;missing_chatter
